ticket_id,region,state,site,subject,description,space,equipment,type,created_on,channel,issue_type,problem_category,problem_subcategory,ticket_state,priority,closed_time,maintenance_team,maintenance_type,ticket_action_type,block,sla_status,sla_end_date
MDUELCTE-2306013,West,California,San Francisco Downtown,Power socket not working so new socket fixing work done,Power socket not working so new socket fixing work done,Cafeteria,,Asset,2023-09-20,Mobile_App,Request,Electrical*,Power Socket Not Working*,Closed,Normal,2023-09-22,MDU-Electrical Team,Corrective,Proactive,Tower2,Within SLA,2023-09-21
HCLPUNTE2302150,South,Tennessee,Nashville Music Row,SM Cabin 1 Light Off,SM Cabin 1 Light Off,S M Cabin-1,,Asset,2023-09-21,Mobile_App,Request,Electrical*,Lights Not Working / Flickering*,Closed,Normal,2023-09-21,WTC-Electrical Team,Corrective,Proactive,WTC,Within SLA,2023-09-22
VIJSEZTE-2305415,South,Tennessee,Nashville Green Hills,Cleaning,Cleaning,RestRoom,,Asset,2023-09-27,Mobile_App,Request,Cleaning *,Sink Not Cleaned*,Closed,Normal,2023-09-27,VIJ_SEZ-Soft Service Team,Corrective,Proactive,MEDHA TOWER,Within SLA,2023-09-28
CHETA3TE-2307520,South,Florida,Miami Downtown,Poodiyam plant need to be clean,Poodiyam plant need to be clean,BLK2,,Asset,2023-09-19,Mobile_App,Request,Cleaning *,Special Clean*,Closed,High,2023-09-19,ETA3 Soft Service Team,Corrective,Proactive,BLK2,Within SLA,2023-09-20
MDUELCTE-2306015,West,California,San Francisco Downtown,6 new lighting work done,6 new lighting work done,Gate1,,Asset,2023-09-20,Mobile_App,Request,Electrical*,Lights Not Working / Flickering*,Closed,Normal,2023-09-22,MDU-Electrical Team,Corrective,Proactive,Tower3,Within SLA,2023-09-21
BLRMTPTE-2303215,South,Texas,Dallas Uptown,Seat number M-10 gum mark need to bee clean,Seat number M-10 gum mark need to bee clean,ODC5,,Asset,2023-09-19,Mobile_App,Request,Cleaning *,Special Clean*,Closed,High,2023-09-19,BLR_MTP - Soft Service Team,Corrective,Proactive,C4,Within SLA,2023-09-20
HYDHTCTE-2305747,West,Arizona,Phoenix Midtown,L2 A wing gent's rest room wc 2 at health faucet stand damaged,L2 A wing gent's rest room wc 2 at health faucet stand damaged,GENTS REST ROOM-1,,Asset,2023-09-21,Mobile_App,Request,Plumbing*,Health - Faucet / Taps / Damage*,Closed,Normal,2023-09-21,? HITech- Plumber Team,Corrective,Proactive,H01B,Within SLA,2023-09-22
MDUSPATE-2302715,West,California,San Francisco Bay Area,Security room need to be clean,Security room need to be clean,MEL-1,,Asset,2023-09-19,Web,Request,Cleaning *,Floor/Carpet Cleaning*,Closed,Normal,2023-09-19,HCL MDU_SPA Soft Service Team,Corrective,Proactive,SP A Tower,Within SLA,2023-09-20
BLRJIGTE-2400529,South,Texas,Austin South,Ele,,,Diesel Generator-01,Equipment,2024-03-01,Mobile_App,Request,ELECTRICAL,Exhaust Fan Not Working,Closed,Normal,2024-03-04,Jigini-Electrical Team,Corrective,Proactive,SS-01,SLA Elapsed,2024-03-02
CHETA3TE-2307514,South,Florida,Miami Downtown,Air Condition*,"Feeling too warm, kindly Increase the Cooling in Block 3 / LGF Basement-1 / ODC2 / Meeting room",LGF B1,,Asset,2023-09-19,Email,Request,Air Condition*,Too Warm*,Closed,High,2023-09-19,ETA3 HVAC Team,Corrective,Proactive,BLK3,Within SLA,2023-09-20
HCLPUNTE2302151,South,Tennessee,Nashville Music Row,SM Cabin 2 Too Hot,SM Cabin 2 Too Hot,S M Cabin-2,,Asset,2023-09-21,Mobile_App,Request,Air Condition*,Too Warm*,Closed,High,2023-09-21,WTC-HVAC TEAM,Corrective,Proactive,WTC,Within SLA,2023-09-22
CHNCAMTE-2312190,South,Florida,Miami Central,Inspection,Found LDB panel is in open condition  at 110 kv panel,110kV Yard,,Asset,2023-09-19,Web,Request,QHSE*,QHSE Technical Service*,Open,Normal,,HCL CHN - M&E Team,Corrective,Proactive,,SLA Elapsed,2023-09-21
BLRJIGTE-2308450,South,Texas,Austin South,Movement & Relocations*,Kindly provide 1 housekeeping support for Material movement within the FL in Tower-4 / Floor-11 (T4) / Wing-B (T4) / ODC 4,ODC 4,,Asset,2023-09-22,Email,Request,Movement & Relocations*,Need Manpower to support Movements*,Closed,Normal,2023-09-23,Jigini-Soft Service Team,Corrective,Proactive,W-B (T4),SLA Elapsed,2023-09-23
PUNQBXTE2302485,South,Tennessee,Nashville West End,Ups room need to be clean,Ups room need to be clean,UPS R,,Asset,2023-09-20,Mobile_App,Request,Cleaning *,Carpet*,Closed,High,2023-09-20,QS-M&E Team,Corrective,Proactive,QS IT-05,Within SLA,2023-09-21
CHNCAMTE-2312159,South,Florida,Miami Central,"PDB 1 to 4,3rd floor,Tower 5  PM WORK","PDB 1 to 4,3rd floor,Tower 5  PM WORK",T5,,Asset,2023-09-19,Web,Request,Others*,Internal Team Co-Ordination,Closed,Normal,2023-09-19,T5 - M&E Team,Corrective,Proactive,T5,Within SLA,2023-09-19
CHNCAMTE-2313782,South,Florida,Miami Central,Fixtures & Fittings *,False celling tile to be arranged at  TOWER 3 / Fifth Floor / Left Wing / LADIES REST ROOM,LRR 1,,Asset,2023-10-09,Email,Request,Fixtures & Fittings *,Celling Tiles*,Closed,High,2023-10-17,HCL CHN - M&E Team,Corrective,Proactive,LW,SLA Elapsed,2023-10-10
CHETA3TE-2307585,South,Florida,Miami Downtown,Bay 3 ewc number 4 upper ceiling broken,Bay 3 ewc number 4 upper ceiling broken,GRR,,Asset,2023-09-20,Mobile_App,Request,CARPENTRY*,Ceiling Tiles Missing / Broken*,Closed,Normal,2023-09-21,ETA3 Soft Service Team,Corrective,Proactive,NW,Within SLA,2023-09-21
BLRJIGTE-2400628,South,Texas,Austin South,test001 - OH,,F-2 (T4),,Asset,2024-03-04,Web,Request,CAFETERIA,Drinking Water Not Available,In Progress,Normal,,Jigini-Soft Service Team,Corrective,Proactive,T-4,SLA Elapsed,2024-03-05
HCLPUNTE2302162,South,Tennessee,Nashville Music Row,Door latch not operating properly,Door latch not operating properly,Mux room-2,,Asset,2023-09-21,Mobile_App,Request,CARPENTRY*,Door Latches Not Working / Broken*,Closed,Normal,2023-09-21,WTC-Soft Service Team,Corrective,Proactive,WTC,Within SLA,2023-09-22
BLRJIGTE-2400793,South,Texas,Austin South,Test OH,Test,,AC Panel,Equipment,2024-03-06,Web,Request,AC ISSUE,Cold,Open,Normal,,Jigini-Electrical Team,Corrective,Proactive,,SLA Elapsed,2024-03-07
BLRJIGTE-2400661,South,Texas,Austin South,test kjfhjkfhjkfhkjhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,,,AC Panel,Equipment,2024-03-05,Web,Request,AC ISSUE,Need Pedastal Fans,Open,Normal,,Jigini-Electrical Team,Corrective,Proactive,,SLA Elapsed,2024-03-06
BLRJIGTE-2400694,South,Texas,Austin South,Test Block,Testing Block,AHU Room (T2),,Asset,2024-03-05,One_Campus,Request,CLEANING SERVICES,Chairs/Tables Not Cleaned,Open,Normal,,Jigini-Soft Service Team,Corrective,Reactive,T-2,SLA Elapsed,2024-03-06
BLRITPTE-2303665,South,Texas,Austin East,ANZ 6TH floor reception entrence door handle shaking checked and rectified,ANZ 6TH floor reception entrence door handle shaking checked and rectified,Reception,,Asset,2023-09-21,Mobile_App,Request,CARPENTRY*,Door General*,Closed,Normal,2023-09-21,ITPL-Electrical Team,Corrective,Proactive,Reception,Within SLA,2023-09-22
CHETA1TE-2303970,South,Florida,Miami Beach,3rd floor Shimla meeting room passage glass wood beading need to clean,3rd floor Shimla meeting room passage glass wood beading need to clean,SHIMLA BR,,Asset,2023-09-19,Mobile_App,Request,Cleaning *,Furniture*,Closed,High,2023-09-19,ETA1 Soft Service team,Corrective,Proactive,3F CW,Within SLA,2023-09-20
BLRJIGTE-2400760,South,Texas,Austin South,Test Approval on Hold,Test,,Lift pressurization Unit 5,Equipment,2024-03-06,Web,Request,CLEANING SERVICES,Mirrors Not Cleaned,In Progress,Normal,,Jigini-Soft Service Team,Corrective,Proactive,T-4,SLA Elapsed,2024-03-07
BLRJIGTE-2308352,South,Texas,Austin South,Air Condition*,"Feeling too cold, kindly Reduce the AC at Tower-2 / Floor-4 (T2) / Wing-A (T2) / ODC 2 / W 06",ODC 2,,Asset,2023-09-19,Email,Request,Air Condition*,Too Cool*,Closed,High,2023-09-19,Jigini-HVAC Team,Corrective,Proactive,W-A (T2),Within SLA,2023-09-20
CHNCAMTE-2312207,South,Florida,Miami Central,AS PER 52WEEK PM CALENDER Tower 6 FLAP BARREARS 36th WEEK PM activity completed.,AS PER 52WEEK PM CALENDER Tower 6 FLAP BARREARS 36th WEEK PM activity completed.,T6,,Asset,2023-09-19,Web,Request,Others*,Internal Team Co-Ordination,Closed,Normal,2023-09-19,HCL CHN - M&E Team,Corrective,Proactive,T6,Within SLA,2023-09-20
CHNCAMTE-2312193,South,Florida,Miami Central,As per 52 WEEK  PM calendar Tower 4 all earth pit PM Activity need to be complete,,CW,,Asset,2023-09-19,Web,Request,Others*,Internal Team Co-Ordination,Closed,Normal,2023-09-19,HCL CHN - M&E Team,Corrective,Proactive,CW,Within SLA,2023-09-19
CHNOZOTE-2304737,South,Florida,Miami South,Desk key,Desk key,ODC,,Asset,2023-09-19,One_Campus,Request,CARPENTRY*,Need Pedastal Storage Key*,Closed,Normal,2023-09-19,Ozone Soft Service Team,Corrective,Reactive,5F (RW),Within SLA,2023-09-20
CHNCAMTE-2313783,South,Florida,Miami Central,Electrical*,Sufficient celling light need to be arranged at  TOWER 3 / Fifth Floor / Left Wing / LADIES REST ROOM,LRR 1,,Asset,2023-10-09,Email,Request,Electrical*,Lights Not Working / Flickering*,Closed,Normal,2023-10-17,HCL CHN - M&E Team,Corrective,Proactive,LW,SLA Elapsed,2023-10-10
CHNCAMTE-2312324,South,Florida,Miami Central,rate entry need to check,rate entry need to check,ODC,,Asset,2023-09-20,Mobile_App,Request,Pest Control*,Pest/Rodent Noticed*,Closed,Normal,2023-09-20,New Cafe - Soft Service Team,Corrective,Proactive,LW,Within SLA,2023-09-21
CHNCAMTE-2312338,South,Florida,Miami Central,"52W PPM, W36, Spare Primary Pump- 2, Subsatation-2","52W PPM, W36, Spare Primary Pump- 2, Subsatation-2",Chiller Room,,Asset,2023-09-20,Web,Request,Electrical*,Breakers*,Closed,Critical,2023-09-20,Substation2 - M&E Team,Corrective,Proactive,Substation2,Within SLA,2023-09-20
CBERTPTE-2301257,South,Florida,Orlando East,Trashbin need to clean,Trashbin need to clean,Board Room,,Asset,2023-09-19,Mobile_App,Request,Cleaning *,Trash Bin Not Cleaned*,Closed,Normal,2023-09-19,HCL CBE_RTP - Soft Service Team,Corrective,Proactive,BLK2,Within SLA,
BLRJIGTE-2400727,South,Texas,Austin South,Ele,,,Electrical Panel Body Earth-01 CI Pipe Earthing,Equipment,2024-03-06,Mobile_App,Request,CLEANING SERVICES,Cleaning Of Plates / Spoons,Closed,Normal,2024-04-16,Jigini-Electrical Team,Corrective,Proactive,,SLA Elapsed,2024-03-07
CHETA1TE-2304005,South,Florida,Miami Beach,1st floor East GRR w/c health faucet gun rust stains remove,1st floor East GRR w/c health faucet gun rust stains remove,GRR-2,,Asset,2023-09-20,Mobile_App,Request,Cleaning *,WC - Not Cleaned*,Closed,Normal,2023-09-20,ETA1 Soft Service team,Corrective,Proactive,F1 LW,Within SLA,2023-09-21
CHETA3TE-2307586,South,Florida,Miami Downtown,"OSS lrr 3,4,7,8 wash basin not working","OSS lrr 3,4,7,8 wash basin not working",BLK3,,Asset,2023-09-20,Mobile_App,Request,Plumbing*,No Water*,Closed,Normal,2023-09-20,ETA3 Plumber Team,Corrective,Proactive,BLK3,Within SLA,2023-09-21
CHNCAMTE-2312442,South,Florida,Miami Central,Air Condition*,"Feeling too warm, kindly Increase the Cooling in TOWER 2 / Third Floor / Left Wing / 302E / W 27",ODC,,Asset,2023-09-21,Phone,Request,Air Condition*,Too Warm*,Closed,High,2023-09-21,T2 - M&E Team,Corrective,Proactive,LW,Within SLA,2023-09-22
MUMAIRTE2302679,West,California,Los Angeles Downtown,Chair cleaning and table cleaning,Chair cleaning and table cleaning,Work Station GTS,,Asset,2023-09-22,Mobile_App,Request,Cleaning *,Chairs/Tables Not Cleaned*,Closed,Normal,2023-09-22,MUM_AIR - Soft Service Team,Corrective,Proactive,RTP,Within SLA,2023-09-23
BLRJIGTE-2400761,South,Texas,Austin South,Test Approval OH,Test,,Lift pressurization Unit 5,Equipment,2024-03-06,Web,Request,CARPENTRY,Door General,Open,Normal,,Jigini-HVAC Team,Corrective,Proactive,T-4,SLA Elapsed,2024-03-07
CHNCAMTE-2312160,South,Florida,Miami Central,Need pedastal key,"I would like to get pedestal storage key for my new seat code ""00-RW-01-1B-W-18"". Also, I would like to surrender my old pedestal key for location ""T4-401D-W-50""",ODC,,Asset,2023-09-19,One_Campus,Request,CARPENTRY*,Need Pedastal Storage Key*,Closed,Normal,2023-09-19,HCL CHN - Soft Service Team,Corrective,Reactive,RW,Within SLA,2023-09-20
BLRITPTE-2303606,South,Texas,Austin East,Switch plat properly fixing done,Switch plat properly fixing done,F5,,Asset,2023-09-19,Mobile_App,Request,Electrical*,Wiring*,Closed,Critical,2023-09-19,ITPL-Electrical Team,Corrective,Proactive,Aviator,Within SLA,2023-09-19
VIJCAMTE-2302559,South,Texas,Dallas West End,Light switch in ODC6B-SF is not working.,"Light switch is repaired,now it is working fine.",ODC-1,,Asset,2023-09-19,Web,Request,Electrical*,Light Switch*,Closed,Critical,2023-09-19,HCL VIJ_Camp-Electrical Team,Corrective,Proactive,VJW-SEZ,Within SLA,2023-09-19
MDUELCTE-2306016,West,California,San Francisco Downtown,Switch problem work done,Switch problem work done,GENTS REST ROOM,,Asset,2023-09-20,Mobile_App,Request,Electrical*,Light Switch*,Closed,Critical,2023-09-22,MDU-Electrical Team,Corrective,Proactive,Tower2,Within SLA,2023-09-20
CHETA3TE-2307555,South,Florida,Miami Downtown,Hand wash area to be clean.,Hand wash area to be clean.,BLK2,,Asset,2023-09-20,Mobile_App,Request,Cleaning *,After Hours Request*,Closed,High,2023-09-20,ETA3 Soft Service Team,Corrective,Proactive,BLK2,Within SLA,2023-09-21
CHNCAMTE-2312231,South,Florida,Miami Central,Nearmiss,Found convex mirror got damaged at MLCP -7F-7/H1,MLCP,,Asset,2023-09-19,Web,Request,QHSE*,QHSE Technical Service*,Open,Normal,,HCL CHN - M&E Team,Corrective,Proactive,MLCP,SLA Elapsed,2023-09-21
MDUELCTE-2306017,West,California,San Francisco Downtown,Power supply issue problem is solved,Power supply issue problem is solved,Cafeteria,,Asset,2023-09-20,Mobile_App,Request,Electrical*,Power Supply Issue*,Closed,Normal,2023-09-22,MDU-Electrical Team,Corrective,Proactive,Tower2,Within SLA,2023-09-21
CHNCAMTE-2313784,South,Florida,Miami Central,Painting *,Wall Painting need to be done at RW Pantry at  TOWER 3 / Fifth Floor / Right Wing / BREAKOUT,B/OUT,,Asset,2023-10-09,Email,Request,Painting *,Patch & Paint*,On Hold,Normal,,HCL CHN - M&E Team,Corrective,Proactive,RW,Within SLA,2023-10-11
CHNCAMTE-2312268,South,Florida,Miami Central,Tower  7 Terrace RHS Secondary pump panel Quarterly 38 week pm work .,Tower  7 Terrace RHS Secondary pump panel Quarterly 38 week pm work .,T7,,Asset,2023-09-19,Web,Request,Others*,Internal Team Co-Ordination,Closed,Normal,2023-09-19,HCL CHN - Soft Service Team,Corrective,Proactive,T7,Within SLA,2023-09-20
MDUSPATE-2302712,West,California,San Francisco Bay Area,1st GRR need to be cobweb cleaning,1st GRR need to be cobweb cleaning,GRR,,Asset,2023-09-19,Web,Request,Cleaning *,Carpet*,Closed,High,2023-09-19,HCL MDU_SPA Soft Service Team,Corrective,Proactive,SP A Tower,Within SLA,2023-09-20
MDUSPATE-2302714,West,California,San Francisco Bay Area,Carparking area need to be grass trimming,Carparking area need to be grass trimming,Passage,,Asset,2023-09-19,Web,Request,Cleaning *,Carpark*,Closed,High,2023-09-19,HCL MDU_SPA Soft Service Team,Corrective,Proactive,Passage,Within SLA,2023-09-20
CHNCAMTE-2312255,South,Florida,Miami Central,Fire alarm- 36th week PM work,Fire alarm- 36th week PM work,T1,,Asset,2023-09-19,Web,Request,Fire Service*,Fire Alarm testing*,Closed,High,2023-09-20,HCL CHN - BMS Team,Corrective,Proactive,T1,Within SLA,2023-09-20
CHNCAMTE-2312269,South,Florida,Miami Central,SPRINKLER & HYDRENT -36th week ppm work,SPRINKLER & HYDRENT -36th week ppm work,T2,,Asset,2023-09-19,Web,Request,Fire Service*,Fire hydrant tank*,Closed,High,2023-09-20,HCL CHN - BMS Team,Corrective,Proactive,T2,Within SLA,2023-09-20
CHETA3TE-2307597,South,Florida,Miami Downtown,"Oss LRR wash basin no:07, 08floor drop balakege","Oss LRR wash basin no:07, 08floor drop balakege",BLK2,,Asset,2023-09-20,Mobile_App,Request,Plumbing*,Blockages/Clogs*,Closed,High,2023-09-20,ETA3 Plumber Team,Corrective,Proactive,BLK2,Within SLA,2023-09-21
CHETA3TE-2307584,South,Florida,Miami Downtown,Lgf odc 20 lrr 3 wash basin not working,Lgf odc 20 lrr 3 wash basin not working,LGF B1,,Asset,2023-09-20,Mobile_App,Request,Plumbing*,No Water*,Closed,Normal,2023-09-20,ETA3 Plumber Team,Corrective,Proactive,BLK2,Within SLA,2023-09-21
AN43TE-2304852,West,Arizona,Phoenix Camelback East,AC Issue - Feeling Too Cold,"Feeling too cold , Kindly Reduce the AC at NSL Tech Zone / Floor#4 / ODC#3 /W-34",ODC#3,,Asset,2023-09-18,Phone,Complaint,Air Condition*,Too Cool*,Closed,High,2023-09-20,HVAC Team,Corrective,Proactive,NSLTZ,Within SLA,2023-09-19
BLRJIGTE-2308357,South,Texas,Austin South,Ac too cool,Ac is too cool.,ODC 2B,,Asset,2023-09-19,One_Campus,Request,Air Condition*,Too Cool*,Closed,High,2023-09-19,Jigini-HVAC Team,Corrective,Reactive,W-B (T1),Within SLA,2023-09-20
BLRMTPTE-2303212,South,Texas,Dallas Uptown,Paint mark need to bee clean,Paint mark need to bee clean,ODC-5 GIT room,,Asset,2023-09-19,Mobile_App,Request,Cleaning *,Special Clean*,Closed,High,2023-09-19,BLR_MTP - Soft Service Team,Corrective,Proactive,C4,Within SLA,2023-09-20
CHNOZOTE-2304730,South,Florida,Miami South,AC flow is high,AC flow is high,ODC,,Asset,2023-09-19,One_Campus,Request,Air Condition*,Too Cool*,Closed,High,2023-09-19,Ozone - HVAC Team,Corrective,Reactive,5F (LW),Within SLA,2023-09-20
CHNCAMTE-2312157,South,Florida,Miami Central,"PDB-1 TO 4, 3rd floor,Tower 4, PM WORK","PDB-1 TO 4, 3rd floor,Tower 4, PM WORK",5F,,Asset,2023-09-19,Web,Request,Others*,Internal Team Co-Ordination,Closed,Normal,2023-09-19,T4 - M&E Team,Corrective,Proactive,T4,Within SLA,2023-09-19
CHETA3TE-2307519,South,Florida,Miami Downtown,Nss locker  room  need to be clean,Nss locker  room  need to be clean,BLK2,,Asset,2023-09-19,Mobile_App,Request,Cleaning *,Special Clean*,Closed,High,2023-09-19,ETA3 Soft Service Team,Corrective,Proactive,BLK2,Within SLA,2023-09-20
CHETA3TE-2307533,South,Florida,Miami Downtown,LGF cafeteria table chair need to be clean,LGF cafeteria table chair need to be clean,BLK2,,Asset,2023-09-19,Mobile_App,Request,Cleaning *,Special Clean*,Closed,High,2023-09-19,ETA3 Soft Service Team,Corrective,Proactive,BLK2,Within SLA,2023-09-20
CHNCAMTE-2312224,South,Florida,Miami Central,Ventilation&HRW Panel-2 week 37 PM,Ventilation&HRW Panel-2,T6,,Asset,2023-09-19,Web,Request,Electrical*,Power Points*,Closed,Critical,2023-09-19,T6 - M&E Team,Corrective,Proactive,T6,Within SLA,2023-09-19
BLRJIGTE-2308356,South,Texas,Austin South,Lock and key *,Requesting For Pedestal Key at Tower-1 / Floor-5 (T1) / Wing-B (T1) / ODC 3 / W 39 / Locker no.: 497,ODC 3,,Asset,2023-09-19,Email,Request,Lock and key *,Pedestal*,Closed,Standard,2023-09-19,Jigini-Soft Service Team,Corrective,Proactive,W-B (T1),Within SLA,2023-09-19
CHETA1TE-2303972,South,Florida,Miami Beach,5th floor East side LRR no 4 health faucet gun leakage,5th floor East side LRR no 4 health faucet gun leakage,F5,,Asset,2023-09-19,Mobile_App,Request,Plumbing*,Health - Faucet / Taps / Damage*,Closed,Normal,2023-09-20,ETA1 Plumber Team,Corrective,Proactive,Block 1,Within SLA,2023-09-20
VIJSEZTE-2305249,South,Tennessee,Nashville Green Hills,Tageand holder,Tag and holder,CORP ODC,,Asset,2023-09-20,One_Campus,Request,STATIONERY*,Stationary Supplies*,Closed,Normal,2023-09-20,VIJ_SEZ-Soft Service Team,Corrective,Reactive,MEDHA TOWER,Within SLA,2023-09-21
BLRJIGTE-2400795,South,Texas,Austin South,Test Ticket,Test,,AC Panel,Equipment,2024-03-06,Web,Request,AC ISSUE,Cold,Closed,Normal,2024-03-06,Jigini-Electrical Team,Corrective,Proactive,,Within SLA,2024-03-07
CHNCAMTE-2312183,South,Florida,Miami Central,Inspection,Found unwanted materials are stored inside the STP-1,STP,,Asset,2023-09-19,Web,Request,QHSE*,QHSE Technical Service*,Closed,Normal,2023-10-14,HCL CHN - M&E Team,Corrective,Proactive,STP,SLA Elapsed,2023-09-21
CHNCAMTE-2312192,South,Florida,Miami Central,INCREASE AC TEMPERATURE,It is freezing insidee ODC 102A. Please increase the temperature,ODC,,Asset,2023-09-19,One_Campus,Request,Air Condition*,Too Cool*,Closed,High,2023-09-19,HCL CHN - M&E Team,Corrective,Reactive,LW,Within SLA,2023-09-20
